name,uid,code,parent
Rancho Alegre,o5LtyEHRAsB,BRA412130,Z5UAh2hBGlW
Rancho Alegre D'Oeste,Chakp7OcTOm,BRA412135,Z5UAh2hBGlW
Realeza,g7UkGG88PfN,BRA412140,Z5UAh2hBGlW
Rebouças,DxvymtNELBq,BRA412150,Z5UAh2hBGlW
Renascença,LT05JfIjpXP,BRA412160,Z5UAh2hBGlW
Reserva,TkcA5fqA39K,BRA412170,Z5UAh2hBGlW
Reserva do Iguaçu,LQleJDhGW0P,BRA412175,Z5UAh2hBGlW
Ribeirão Claro,OoXlEWqykcs,BRA412180,Z5UAh2hBGlW
Ribeirão do Pinhal,Ed2Yd7PPkaX,BRA412190,Z5UAh2hBGlW
Rio Azul,UgdSRDqEvhY,BRA412200,Z5UAh2hBGlW
Rio Bom,ZYwqFARHAoB,BRA412210,Z5UAh2hBGlW
Rio Bonito do Iguaçu,QlQROCZnhTw,BRA412215,Z5UAh2hBGlW
Rio Branco do Ivaí,y6ijj8SqHWL,BRA412217,Z5UAh2hBGlW
Rio Branco do Sul,bYcm6GLN4tG,BRA412220,Z5UAh2hBGlW
Rio Negro,ouLyXyfMHAB,BRA412230,Z5UAh2hBGlW
Rolândia,GYzoZB5CPV6,BRA412240,Z5UAh2hBGlW
Roncador,UB3ns2CwIhh,BRA412250,Z5UAh2hBGlW
Rondon,GUyEDsjr5U6,BRA412260,Z5UAh2hBGlW
Rosário do Ivaí,cK5DssWBhzw,BRA412265,Z5UAh2hBGlW
Sabáudia,mczEpDqtVQc,BRA412270,Z5UAh2hBGlW
Salgado Filho,h53DUBWbkvt,BRA412280,Z5UAh2hBGlW
Salto do Itararé,zuT6Zvm30Hn,BRA412290,Z5UAh2hBGlW
Salto do Lontra,uCWxclCOZZQ,BRA412300,Z5UAh2hBGlW
Santa Amélia,OrHCeXoGtmI,BRA412310,Z5UAh2hBGlW
Santa Cecília do Pavão,uHNK8FpBxe7,BRA412320,Z5UAh2hBGlW
Santa Cruz de Monte Caste,W9RfFs3TvG2,BRA412330,Z5UAh2hBGlW
Santa Fé,vDoUsAOgzuf,BRA412340,Z5UAh2hBGlW
Santa Helena,MCGDHXPWVkG,BRA412350,Z5UAh2hBGlW
Santa Inês,Wi9edCM8yDM,BRA412360,Z5UAh2hBGlW
Santa Isabel do Ivaí,Fp3mZzcWgHr,BRA412370,Z5UAh2hBGlW
Santa Izabel do Oeste,quU6Q3iMSyJ,BRA412380,Z5UAh2hBGlW
Santa Lúcia,cYP0uVqA31U,BRA412382,Z5UAh2hBGlW
Santa Maria do Oeste,ZBZkPrbaDgP,BRA412385,Z5UAh2hBGlW
Santa Mariana,KDxyl2OXipY,BRA412390,Z5UAh2hBGlW
Santa Mônica,rbc6AiiL55B,BRA412395,Z5UAh2hBGlW
Santa Tereza do Oeste,OlhUMWvtkEI,BRA412402,Z5UAh2hBGlW
Santa Terezinha de Itaipu,AE1UUYSHehm,BRA412405,Z5UAh2hBGlW
Santana do Itararé,WgpOi2uyehd,BRA412400,Z5UAh2hBGlW
Santo Antônio da Platina,kCQgy9TZlHN,BRA412410,Z5UAh2hBGlW
Santo Antônio do Caiuá,xmnDeww8juO,BRA412420,Z5UAh2hBGlW
Santo Antônio do Paraíso,tX557IkGei6,BRA412430,Z5UAh2hBGlW
Santo Antônio do Sudoeste,IXSKQHeXZfy,BRA412440,Z5UAh2hBGlW
Santo Inácio,WsOcoNRRDzf,BRA412450,Z5UAh2hBGlW
São Carlos do Ivaí,uDv9RKdstHj,BRA412460,Z5UAh2hBGlW
São Jerônimo da Serra,yviP3sJ2OEr,BRA412470,Z5UAh2hBGlW
São João,Ls3UNR7ltZ3,BRA412480,Z5UAh2hBGlW
São João do Caiuá,sguLS3idmK5,BRA412490,Z5UAh2hBGlW
São João do Ivaí,scpeOw143m1,BRA412500,Z5UAh2hBGlW
São João do Triunfo,jOAGmQgf76F,BRA412510,Z5UAh2hBGlW
São Jorge do Ivaí,VzTAv02lOj8,BRA412530,Z5UAh2hBGlW
São Jorge do Patrocínio,uWChWETPaaK,BRA412535,Z5UAh2hBGlW
São Jorge d'Oeste,Zh0MfZ787FP,BRA412520,Z5UAh2hBGlW
São José da Boa Vista,QBYGt9yqwuB,BRA412540,Z5UAh2hBGlW
São José das Palmeiras,S9E83q0z9vi,BRA412545,Z5UAh2hBGlW
São José dos Pinhais,N7nnBWkguIY,BRA412550,Z5UAh2hBGlW
São Manoel do Paraná,Rd1UsNj9BYZ,BRA412555,Z5UAh2hBGlW
São Mateus do Sul,zgAgOHd5q7z,BRA412560,Z5UAh2hBGlW
São Miguel do Iguaçu,aPRc6VZIMRL,BRA412570,Z5UAh2hBGlW
São Pedro do Iguaçu,IuUFtbv6gzn,BRA412575,Z5UAh2hBGlW
São Pedro do Ivaí,FOJVkODkAlD,BRA412580,Z5UAh2hBGlW
São Pedro do Paraná,G998ItDzj0I,BRA412590,Z5UAh2hBGlW
São Sebastião da Amoreira,hx1g7chgLNy,BRA412600,Z5UAh2hBGlW
São Tomé,xyN7X2o3RNQ,BRA412610,Z5UAh2hBGlW
Sapopema,zalZx9jBLHu,BRA412620,Z5UAh2hBGlW
Sarandi,TkmZACcnWFP,BRA412625,Z5UAh2hBGlW
Saudade do Iguaçu,cMjblLPEJvS,BRA412627,Z5UAh2hBGlW
Sengés,x8fXYNSK4Mu,BRA412630,Z5UAh2hBGlW
Serranópolis do Iguaçu,cwa0EoG0Ufe,BRA412635,Z5UAh2hBGlW
Sertaneja,EVJqTzGPynR,BRA412640,Z5UAh2hBGlW
Sertanópolis,H3EKzH8ckWW,BRA412650,Z5UAh2hBGlW
Siqueira Campos,GEyMDy7oVsq,BRA412660,Z5UAh2hBGlW
Sulina,nazhZHFXa7Z,BRA412665,Z5UAh2hBGlW
Tamarana,WDRoV40VIF8,BRA412667,Z5UAh2hBGlW
Tamboara,nksAfERJBjf,BRA412670,Z5UAh2hBGlW
Tapejara,a47TapQ0TQK,BRA412680,Z5UAh2hBGlW
Tapira,Hy3iUCcsg85,BRA412690,Z5UAh2hBGlW
Teixeira Soares,RWxf7q8PnaE,BRA412700,Z5UAh2hBGlW
Telêmaco Borba,wMOtZkyxwXe,BRA412710,Z5UAh2hBGlW
Terra Boa,B3miZu0WbLd,BRA412720,Z5UAh2hBGlW
Terra Rica,Lw9AfnLMCRu,BRA412730,Z5UAh2hBGlW
Terra Roxa,HI3WVblscoW,BRA412740,Z5UAh2hBGlW
Tibagi,dczdKKDNcDg,BRA412750,Z5UAh2hBGlW
Tijucas do Sul,CQiXKk5EM3Q,BRA412760,Z5UAh2hBGlW
Toledo,fUXmdN36gTq,BRA412770,Z5UAh2hBGlW
Tomazina,FyUdMu9wpY9,BRA412780,Z5UAh2hBGlW
Três Barras do Paraná,WkVjwG4jp62,BRA412785,Z5UAh2hBGlW
Tunas do Paraná,QI64tZ5Og06,BRA412788,Z5UAh2hBGlW
Tuneiras do Oeste,GyBiPIgHhgk,BRA412790,Z5UAh2hBGlW
Tupãssi,nakZUZVXtVY,BRA412795,Z5UAh2hBGlW
Turvo,uKtdo2OLPOb,BRA412796,Z5UAh2hBGlW
Ubiratã,FVU4Hd3NhqO,BRA412800,Z5UAh2hBGlW
Umuarama,Gq6GJ7rJCz6,BRA412810,Z5UAh2hBGlW
União da Vitória,X0FvThKwQdI,BRA412820,Z5UAh2hBGlW
Uniflor,LRNZXSJuhIj,BRA412830,Z5UAh2hBGlW
Uraí,JX1i2VoKur1,BRA412840,Z5UAh2hBGlW
Ventania,TXhWPU4GFXw,BRA412853,Z5UAh2hBGlW
Vera Cruz do Oeste,bUVgR865LgL,BRA412855,Z5UAh2hBGlW
Verê,KEqzHUd4rWF,BRA412860,Z5UAh2hBGlW
Virmond,tGStvWXkVvz,BRA412865,Z5UAh2hBGlW
Vitorino,ojVmvytrKnR,BRA412870,Z5UAh2hBGlW
Wenceslau Braz,ZIHBzfLzsHY,BRA412850,Z5UAh2hBGlW
Xambrê,vNYiViX6OhH,BRA412880,Z5UAh2hBGlW
Abreu e Lima,YBnUWKxi5K9,BRA260005,qrh4mPFPOMn
Afogados da Ingazeira,Nfyr0ORoWKG,BRA260010,qrh4mPFPOMn
Afrânio,MZFuhSMXIdv,BRA260020,qrh4mPFPOMn
Agrestina,v2U92RNC229,BRA260030,qrh4mPFPOMn
Água Preta,apYegm7kKAY,BRA260040,qrh4mPFPOMn
Águas Belas,KX6J8sPm05X,BRA260050,qrh4mPFPOMn
Alagoinha,j8dYCOEJX8I,BRA260060,qrh4mPFPOMn
Aliança,UBqeJfHWFEN,BRA260070,qrh4mPFPOMn
Altinho,cv7yneN1G7p,BRA260080,qrh4mPFPOMn
Amaraji,wVnERpr0TcT,BRA260090,qrh4mPFPOMn
Angelim,a76LVimXayX,BRA260100,qrh4mPFPOMn
Araçoiaba,antpm6iAOcD,BRA260105,qrh4mPFPOMn
Araripina,CFs5PF697xp,BRA260110,qrh4mPFPOMn
Arcoverde,OkLB3K2Nmmm,BRA260120,qrh4mPFPOMn
Barra de Guabiraba,yNCg3BGxDTI,BRA260130,qrh4mPFPOMn
Barreiros,qUUTBS3VHSF,BRA260140,qrh4mPFPOMn
Belém de Maria,hXxVqGvegU7,BRA260150,qrh4mPFPOMn
Belém de São Francisco,jXN2XtW0x5q,BRA260160,qrh4mPFPOMn
Belo Jardim,nlR4aMFrYHD,BRA260170,qrh4mPFPOMn
Betânia,UV0KaQOzIeC,BRA260180,qrh4mPFPOMn
Bezerros,qGTbJFHAPvs,BRA260190,qrh4mPFPOMn
Bodocó,P65JtXm7Oap,BRA260200,qrh4mPFPOMn
Bom Conselho,gGCL3OQRuMt,BRA260210,qrh4mPFPOMn
Bom Jardim,MqZjQGknjrE,BRA260220,qrh4mPFPOMn
Bonito,ilrd9m4Vr8R,BRA260230,qrh4mPFPOMn
Brejão,PeFCHuZJE8n,BRA260240,qrh4mPFPOMn
Brejinho,xKhZ1JyFiR1,BRA260250,qrh4mPFPOMn
Brejo da Madre de Deus,jxBoIhRX2WR,BRA260260,qrh4mPFPOMn
Buenos Aires,fHY5lqHsGP0,BRA260270,qrh4mPFPOMn
Buíque,W4FpH7Q4QEu,BRA260280,qrh4mPFPOMn
Cabo de Santo Agostinho,W12HrtMjwcf,BRA260290,qrh4mPFPOMn
Cabrobó,Pnr8Xbbl0p2,BRA260300,qrh4mPFPOMn
Cachoeirinha,CJdCmH6Nzvk,BRA260310,qrh4mPFPOMn
Caetés,IHoA2DPFCOY,BRA260320,qrh4mPFPOMn
Calçado,BHXntOOn1B5,BRA260330,qrh4mPFPOMn
Calumbi,HSBMePDbn6X,BRA260340,qrh4mPFPOMn
Camaragibe,qbQbhd4Ilsl,BRA260345,qrh4mPFPOMn
Camocim de São Félix,HJdg6zShDqn,BRA260350,qrh4mPFPOMn
Camutanga,qnZ6LIOK44f,BRA260360,qrh4mPFPOMn
Canhotinho,DZea53GQK7W,BRA260370,qrh4mPFPOMn
Capoeiras,HY2Wb8DTQKw,BRA260380,qrh4mPFPOMn
Carnaíba,uczvSOz4HeM,BRA260390,qrh4mPFPOMn
Carnaubeira da Penha,IKIien05FcO,BRA260392,qrh4mPFPOMn
Carpina,UOmaWuzAwBG,BRA260400,qrh4mPFPOMn
Caruaru,WBP05OPiTYR,BRA260410,qrh4mPFPOMn
Casinhas,S47iErqK9IY,BRA260415,qrh4mPFPOMn
Catende,kd1PFnIZ7Ta,BRA260420,qrh4mPFPOMn
Cedro,LqD4eH3A3CZ,BRA260430,qrh4mPFPOMn
Chã de Alegria,T7v6M305G77,BRA260440,qrh4mPFPOMn
Chã Grande,UCRhsZNF1A3,BRA260450,qrh4mPFPOMn
Condado,Ggb7X5AnT9u,BRA260460,qrh4mPFPOMn
Correntes,q5PQtYuicJ8,BRA260470,qrh4mPFPOMn
Cortês,BlrA7QPsZmO,BRA260480,qrh4mPFPOMn
Cumaru,JqVdvvjN9rg,BRA260490,qrh4mPFPOMn
Cupira,axYGHHiG2Ys,BRA260500,qrh4mPFPOMn
Custódia,Cn1Rcah1ZzY,BRA260510,qrh4mPFPOMn
Dormentes,hSi5TtCHqMz,BRA260515,qrh4mPFPOMn
Escada,mrfB2tV4NpT,BRA260520,qrh4mPFPOMn
Exu,Xc3uidkZP1U,BRA260530,qrh4mPFPOMn
Feira Nova,BZ8Wo2uRR99,BRA260540,qrh4mPFPOMn
Fernando de Noronha,oOZBHczzR2Z,BRA260545,qrh4mPFPOMn
Ferreiros,fZEcS9VaG0W,BRA260550,qrh4mPFPOMn
Flores,MOPIrhRNaY9,BRA260560,qrh4mPFPOMn
Floresta,CilAVpEWumo,BRA260570,qrh4mPFPOMn
Frei Miguelinho,oK7fjHvsNmv,BRA260580,qrh4mPFPOMn
Gameleira,YymYrpC9fX3,BRA260590,qrh4mPFPOMn
Garanhuns,Ln0ALSJDqnB,BRA260600,qrh4mPFPOMn
Glória do Goitá,Xe7KVr11P0V,BRA260610,qrh4mPFPOMn
Goiana,CCLMPka9YJt,BRA260620,qrh4mPFPOMn
Granito,owRZi2y2GJj,BRA260630,qrh4mPFPOMn
Gravatá,Md7LlvLpeap,BRA260640,qrh4mPFPOMn
Iati,l4nVGKfPmDj,BRA260650,qrh4mPFPOMn
Ibimirim,E0uuYFwhggX,BRA260660,qrh4mPFPOMn
Ibirajuba,c7uGmbEgE9l,BRA260670,qrh4mPFPOMn
Igarassu,VkKNGfBJzzQ,BRA260680,qrh4mPFPOMn
Iguaraci,UiDk5ZoqLE7,BRA260690,qrh4mPFPOMn
Ilha de Itamaracá,OPg1E2L596A,BRA260760,qrh4mPFPOMn
Inajá,wO1W37qmHnv,BRA260700,qrh4mPFPOMn
Ingazeira,HgrQtMmbkuI,BRA260710,qrh4mPFPOMn
Ipojuca,EBMSPerA07I,BRA260720,qrh4mPFPOMn
Ipubi,Dpgkf4pUybU,BRA260730,qrh4mPFPOMn
Itacuruba,gWHrJh7FnRS,BRA260740,qrh4mPFPOMn
Itaíba,FIExfoQVUll,BRA260750,qrh4mPFPOMn
Itambé,YQymLiLHjzV,BRA260765,qrh4mPFPOMn
Itapetim,jckxe9JYOd8,BRA260770,qrh4mPFPOMn
Itapissuma,OAW25qXXtkY,BRA260775,qrh4mPFPOMn
Itaquitinga,oApXPHYnWo5,BRA260780,qrh4mPFPOMn
Jaboatão dos Guararapes,X35gSXJWC4t,BRA260790,qrh4mPFPOMn
Jaqueira,DjX0SUpA0uf,BRA260795,qrh4mPFPOMn
Jataúba,w4DOyZimdPG,BRA260800,qrh4mPFPOMn
Jatobá,O0zHYVS6mK1,BRA260805,qrh4mPFPOMn
João Alfredo,qVIEjkBaScD,BRA260810,qrh4mPFPOMn
Joaquim Nabuco,xE4rAyo8lEF,BRA260820,qrh4mPFPOMn
Jucati,Xz1SpmoULRD,BRA260825,qrh4mPFPOMn
Jupi,tqKYqRqK5Rj,BRA260830,qrh4mPFPOMn
Jurema,MnEuBBuN03b,BRA260840,qrh4mPFPOMn
Lagoa do Carro,fdGQgEoOgkr,BRA260845,qrh4mPFPOMn
Lagoa do Itaenga,jqTJx1TFEHd,BRA260850,qrh4mPFPOMn
Lagoa do Ouro,WsOTxJLeHio,BRA260860,qrh4mPFPOMn
Lagoa dos Gatos,pKEvK9DsczU,BRA260870,qrh4mPFPOMn
Lagoa Grande,uWa7XG26REM,BRA260875,qrh4mPFPOMn
Lajedo,I3MDJQhNFqT,BRA260880,qrh4mPFPOMn
Limoeiro,n9nPWYTvbki,BRA260890,qrh4mPFPOMn
Macaparana,MDBDXfYDzBE,BRA260900,qrh4mPFPOMn
Machados,U90b46Uh5bz,BRA260910,qrh4mPFPOMn
Manari,sJ8kVzKFO0e,BRA260915,qrh4mPFPOMn
Maraial,D9W2JMbjMsx,BRA260920,qrh4mPFPOMn
Mirandiba,GZha9YGKkmT,BRA260930,qrh4mPFPOMn
Moreilândia,cVjRkfKy3yL,BRA261430,qrh4mPFPOMn
Moreno,JEjIxzcLjLh,BRA260940,qrh4mPFPOMn
Nazaré da Mata,LZQk2P2fH2d,BRA260950,qrh4mPFPOMn
Olinda,MpDp3Dg4P65,BRA260960,qrh4mPFPOMn
Orobó,RinGxBTjWFk,BRA260970,qrh4mPFPOMn
Orocó,VukJR75bxFK,BRA260980,qrh4mPFPOMn
Ouricuri,SU31z9JRXIl,BRA260990,qrh4mPFPOMn
Palmares,Pihsg0xF7zy,BRA261000,qrh4mPFPOMn
Palmeirina,GyRJQB9603h,BRA261010,qrh4mPFPOMn
Panelas,v7gKsIxBn3c,BRA261020,qrh4mPFPOMn
Paranatama,eNkzXidTPUA,BRA261030,qrh4mPFPOMn
Parnamirim,Z9cQGsr5exA,BRA261040,qrh4mPFPOMn
Passira,yq5UnpMh1h1,BRA261050,qrh4mPFPOMn
Paudalho,RjPv8fGie7M,BRA261060,qrh4mPFPOMn
Paulista,n84keI35Yoo,BRA261070,qrh4mPFPOMn
Pedra,qop7CVQWMHk,BRA261080,qrh4mPFPOMn
Pesqueira,RDdACJsgbbV,BRA261090,qrh4mPFPOMn
Petrolândia,dqzfuqSC4vt,BRA261100,qrh4mPFPOMn
Petrolina,SH0sEFGJRqn,BRA261110,qrh4mPFPOMn
Poção,xnHn7gzBHo1,BRA261120,qrh4mPFPOMn
Pombos,HRcPFXFMpGu,BRA261130,qrh4mPFPOMn
Primavera,gkHWReMOtrw,BRA261140,qrh4mPFPOMn
Quipapá,R3JF6yK5K3M,BRA261150,qrh4mPFPOMn
Quixaba,LW9yepEzzCd,BRA261153,qrh4mPFPOMn
Recife,ApUL8MxMU7n,BRA261160,qrh4mPFPOMn
Riacho das Almas,iZYZex488Tv,BRA261170,qrh4mPFPOMn
Ribeirão,Os8mYg9p7vO,BRA261180,qrh4mPFPOMn
Rio Formoso,ohNg8qn6PbH,BRA261190,qrh4mPFPOMn
Sairé,GYKIdpQp3B9,BRA261200,qrh4mPFPOMn
Salgadinho,Lw3bdOLD1RH,BRA261210,qrh4mPFPOMn
Salgueiro,N6LTuH95vyE,BRA261220,qrh4mPFPOMn
Saloá,Ks3ZhIVB1cF,BRA261230,qrh4mPFPOMn
Sanharó,MfxAT58xIsG,BRA261240,qrh4mPFPOMn
Santa Cruz,KxpaLMQ9uDV,BRA261245,qrh4mPFPOMn
Santa Cruz da Baixa Verde,ioezrqdC53J,BRA261247,qrh4mPFPOMn
Santa Cruz do Capibaribe,q8q5Cs9t4s5,BRA261250,qrh4mPFPOMn
Santa Filomena,fQ4sOUa7VQu,BRA261255,qrh4mPFPOMn
Santa Maria da Boa Vista,j6hfd4ittVW,BRA261260,qrh4mPFPOMn
Santa Maria do Cambucá,UgLVcOvhJrR,BRA261270,qrh4mPFPOMn
Santa Terezinha,K07B3GRrkzQ,BRA261280,qrh4mPFPOMn
São Benedito do Sul,T4cvuPUCeDj,BRA261290,qrh4mPFPOMn
São Bento do Una,D565P5yaMXj,BRA261300,qrh4mPFPOMn
São Caitano,VIfbIGTYNGe,BRA261310,qrh4mPFPOMn
São João,RsD89t3KUpt,BRA261320,qrh4mPFPOMn
São Joaquim do Monte,VOcmEVFyEgt,BRA261330,qrh4mPFPOMn
São José da Coroa Grande,by65acvwLAw,BRA261340,qrh4mPFPOMn
São José do Belmonte,CaNbDlLZfjx,BRA261350,qrh4mPFPOMn
São José do Egito,Q4ICMXN563H,BRA261360,qrh4mPFPOMn
São Lourenço da Mata,fx9TujP5qGF,BRA261370,qrh4mPFPOMn
São Vicente Ferrer,ZXjE6x0kLSc,BRA261380,qrh4mPFPOMn
Serra Talhada,DNAGCKMDqfq,BRA261390,qrh4mPFPOMn
Serrita,Hza8q01ai87,BRA261400,qrh4mPFPOMn
Sertânia,Gz43LMN1Puf,BRA261410,qrh4mPFPOMn
Sirinhaém,J7vDBDZu1FJ,BRA261420,qrh4mPFPOMn
Solidão,ggkEeMzkLld,BRA261440,qrh4mPFPOMn
Surubim,xQezpDwvjee,BRA261450,qrh4mPFPOMn
Tabira,uzCL9fJ64tf,BRA261460,qrh4mPFPOMn
Tacaimbó,yOkdSsFE94l,BRA261470,qrh4mPFPOMn
Tacaratu,wj089ChFh6q,BRA261480,qrh4mPFPOMn
Tamandaré,MbmfNIzy5sw,BRA261485,qrh4mPFPOMn
Taquaritinga do Norte,SK4QwxhXLW7,BRA261500,qrh4mPFPOMn
Terezinha,lCampxnFDac,BRA261510,qrh4mPFPOMn
Terra Nova,pm3i9bk56eY,BRA261520,qrh4mPFPOMn
Timbaúba,uClaBfBLonk,BRA261530,qrh4mPFPOMn
Toritama,dtSIoNtqAgb,BRA261540,qrh4mPFPOMn
Tracunhaém,Jw4PdKJfB2a,BRA261550,qrh4mPFPOMn
Trindade,ShQ2KBJt3aP,BRA261560,qrh4mPFPOMn
Triunfo,wbXUUaNepFF,BRA261570,qrh4mPFPOMn
Tupanatinga,wrBEqrv3Y9A,BRA261580,qrh4mPFPOMn
Tuparetama,z1fhILAqxNR,BRA261590,qrh4mPFPOMn
Venturosa,gAe69KpkkjA,BRA261600,qrh4mPFPOMn
Verdejante,bJWyM4MKs6R,BRA261610,qrh4mPFPOMn
Vertente do Lério,TNSr7dCuE1Z,BRA261618,qrh4mPFPOMn
Vertentes,xsolmkt0d5y,BRA261620,qrh4mPFPOMn
Vicência,YV1zp450kYh,BRA261630,qrh4mPFPOMn
Vitória de Santo Antão,FD0BX5dj4qj,BRA261640,qrh4mPFPOMn
Xexéu,JILEw4Uqsjx,BRA261650,qrh4mPFPOMn
Acauã,bB9IaKFlGG8,BRA220005,ngdxL2uHaiF
Agricolândia,eUp1wbTR0uB,BRA220010,ngdxL2uHaiF
Água Branca,KKKi8jQynYx,BRA220020,ngdxL2uHaiF
Alagoinha do Piauí,bY7TMrSaIhY,BRA220025,ngdxL2uHaiF
Alegrete do Piauí,rpQ4THvkBls,BRA220027,ngdxL2uHaiF
Alto Longá,CcVLSyOxtb2,BRA220030,ngdxL2uHaiF
Altos,PLcQ4xbq1ff,BRA220040,ngdxL2uHaiF
Alvorada do Gurguéia,RbtS4SpVpyz,BRA220045,ngdxL2uHaiF
Amarante,ArGiA47aT5l,BRA220050,ngdxL2uHaiF
Angical do Piauí,o5aSkYC7OV6,BRA220060,ngdxL2uHaiF
Anísio de Abreu,RX9EobbfcSC,BRA220070,ngdxL2uHaiF
Antônio Almeida,N2VGF6XHqek,BRA220080,ngdxL2uHaiF
Aroazes,PIX09PyMNHf,BRA220090,ngdxL2uHaiF
Aroeiras do Itaim,wIoi6AapXIP,BRA220095,ngdxL2uHaiF
Arraial,Fv1Uy6pSHSz,BRA220100,ngdxL2uHaiF
Assunção do Piauí,Ovoei61SDDh,BRA220105,ngdxL2uHaiF
Avelino Lopes,sOrzomFOx2H,BRA220110,ngdxL2uHaiF
Baixa Grande do Ribeiro,ADWeAoaDtDg,BRA220115,ngdxL2uHaiF
Barra D'Alcântara,vhAJ7xXpPS1,BRA220117,ngdxL2uHaiF
Barras,Ma4zUbWsPHe,BRA220120,ngdxL2uHaiF
Barreiras do Piauí,G6rHP6WRwzv,BRA220130,ngdxL2uHaiF
Barro Duro,FxRAJnCNvNP,BRA220140,ngdxL2uHaiF
Batalha,D0VUH2K7DJk,BRA220150,ngdxL2uHaiF
Bela Vista do Piauí,Fq9XtXwSIaK,BRA220155,ngdxL2uHaiF
Belém do Piauí,HpgIWx3ZSnj,BRA220157,ngdxL2uHaiF
Beneditinos,tC3q8dSSFu7,BRA220160,ngdxL2uHaiF
Bertolínia,JxAQdztxpjW,BRA220170,ngdxL2uHaiF
Betânia do Piauí,LthhDrfSTty,BRA220173,ngdxL2uHaiF
Boa Hora,qm2kmj8a2aJ,BRA220177,ngdxL2uHaiF
Bocaina,S4bZF7HPwPc,BRA220180,ngdxL2uHaiF
Bom Jesus,k6b0SIg322Z,BRA220190,ngdxL2uHaiF
Bom Princípio do Piauí,cme0ZJgEaZ0,BRA220191,ngdxL2uHaiF
Bonfim do Piauí,VXT5aHPtFFb,BRA220192,ngdxL2uHaiF
Boqueirão do Piauí,pmtiVVZ0imn,BRA220194,ngdxL2uHaiF
Brasileira,MKi8uALefc5,BRA220196,ngdxL2uHaiF
Brejo do Piauí,AIGizFztq2t,BRA220198,ngdxL2uHaiF
Buriti dos Lopes,WPNxbArTlQH,BRA220200,ngdxL2uHaiF
Buriti dos Montes,ZmuI1xYUPRg,BRA220202,ngdxL2uHaiF
Cabeceiras do Piauí,g1GXYJtaTF2,BRA220205,ngdxL2uHaiF
Cajazeiras do Piauí,ys0zL0RxX9Y,BRA220207,ngdxL2uHaiF
Cajueiro da Praia,jX3KlZHZvXs,BRA220208,ngdxL2uHaiF
Caldeirão Grande do Piauí,huA5SlTj4iK,BRA220209,ngdxL2uHaiF
Campinas do Piauí,s6lTDWIZtY1,BRA220210,ngdxL2uHaiF
Campo Alegre do Fidalgo,CVldAWiH0IO,BRA220211,ngdxL2uHaiF
Campo Grande do Piauí,rJNEAiuQhsU,BRA220213,ngdxL2uHaiF
Campo Largo do Piauí,GVrhzkKHZwb,BRA220217,ngdxL2uHaiF
Campo Maior,BmDmrXTVPhT,BRA220220,ngdxL2uHaiF
Canavieira,C2Ams7oprjv,BRA220225,ngdxL2uHaiF
Canto do Buriti,fblajVam1Mx,BRA220230,ngdxL2uHaiF
Capitão de Campos,allAcTcOeu6,BRA220240,ngdxL2uHaiF
Capitão Gervásio Oliveira,yLkzWvmSFvz,BRA220245,ngdxL2uHaiF
Caracol,y19EVWpuA8l,BRA220250,ngdxL2uHaiF
Caraúbas do Piauí,BsMPj6gmhBf,BRA220253,ngdxL2uHaiF
Caridade do Piauí,m0YKXpUWlHI,BRA220255,ngdxL2uHaiF
Castelo do Piauí,UOVJZq1y9mv,BRA220260,ngdxL2uHaiF
Caxingó,wbx3KWNcXxu,BRA220265,ngdxL2uHaiF
Cocal,xR69FvmiXap,BRA220270,ngdxL2uHaiF
Cocal de Telha,osEU0wxGDya,BRA220271,ngdxL2uHaiF
Cocal dos Alves,PtPM78cQSqe,BRA220272,ngdxL2uHaiF
Coivaras,SjvDdOUw7Te,BRA220273,ngdxL2uHaiF
Colônia do Gurguéia,ef9HPrQGODN,BRA220275,ngdxL2uHaiF
Colônia do Piauí,Fgw1DZtX5bX,BRA220277,ngdxL2uHaiF
Conceição do Canindé,SOaoxIpmIVf,BRA220280,ngdxL2uHaiF
Coronel José Dias,keqR0buEhSo,BRA220285,ngdxL2uHaiF
Corrente,OCKs7ojUMBp,BRA220290,ngdxL2uHaiF
Cristalândia do Piauí,P1K4btQKNfG,BRA220300,ngdxL2uHaiF
Cristino Castro,WBkI5efomEJ,BRA220310,ngdxL2uHaiF
Curimatá,OClsESLuLes,BRA220320,ngdxL2uHaiF
Currais,xXcWzWYxzVF,BRA220323,ngdxL2uHaiF
Curral Novo do Piauí,IDYNiqkN0Df,BRA220327,ngdxL2uHaiF
Curralinhos,n818zj5yPfZ,BRA220325,ngdxL2uHaiF
Demerval Lobão,lb8Gv884GMW,BRA220330,ngdxL2uHaiF
Dirceu Arcoverde,Dj8fZyDXhcz,BRA220335,ngdxL2uHaiF
Dom Expedito Lopes,E147n0S3UY2,BRA220340,ngdxL2uHaiF
Dom Inocêncio,Y4KyEqtUSAy,BRA220345,ngdxL2uHaiF
Domingos Mourão,BcdXFxGbsKr,BRA220342,ngdxL2uHaiF
Elesbão Veloso,nJWQhjbZtcl,BRA220350,ngdxL2uHaiF
Eliseu Martins,gR1VUQVUwTR,BRA220360,ngdxL2uHaiF
Esperantina,fsZo4rohWtN,BRA220370,ngdxL2uHaiF
Fartura do Piauí,MEeRWysZ9dU,BRA220375,ngdxL2uHaiF
Flores do Piauí,aFhg54rjYmY,BRA220380,ngdxL2uHaiF
