name,uid,code,parent
Galeras,ndI9YBn8nuu,COL028008,n9Y7kQB6Cxe
Guaranda,gQy4GvCsdPf,COL028009,n9Y7kQB6Cxe
La Union,hgRuwtC74LN,COL028010,n9Y7kQB6Cxe
Los Palmitos,wHxHBURVNY2,COL028011,n9Y7kQB6Cxe
Majagual,z60HwR6ghki,COL028012,n9Y7kQB6Cxe
Morroa,ebrPfMgYqUG,COL028013,n9Y7kQB6Cxe
Ovejas,kEhzM5fF0pF,COL028014,n9Y7kQB6Cxe
Palmito,D84tbfMqOIV,COL028015,n9Y7kQB6Cxe
Sampues,Ibmd3k4MTe3,COL028016,n9Y7kQB6Cxe
San Benito Abad,wp0AYbtgIjk,COL028017,n9Y7kQB6Cxe
San Juan De Betulia,dFYGtCe0R9l,COL028018,n9Y7kQB6Cxe
San Marcos,zQuIqCUZsrt,COL028019,n9Y7kQB6Cxe
San Pedro,cqMo2iiMpl5,COL028021,n9Y7kQB6Cxe
Sincelejo,PwSiY4qvHw1,COL028023,n9Y7kQB6Cxe
Since,R0FJJP3NwHU,COL028022,n9Y7kQB6Cxe
Sucre,wgWQOyYFo5X,COL028024,n9Y7kQB6Cxe
Toluviejo,oSYvRnDUC5K,COL028026,n9Y7kQB6Cxe
Alpujarra,PoWlvXRVlY0,COL029001,IlBkJfqgT6W
Alvarado,EF4hkrKBjx0,COL029002,IlBkJfqgT6W
Ambalema,nLrN4cx4pPD,COL029003,IlBkJfqgT6W
Anzoategui,BMqbI1WKDuD,COL029004,IlBkJfqgT6W
Armero (Guayabal),wGSVsGdveys,COL029005,IlBkJfqgT6W
Ataco,Nn9cXXeSIxD,COL029006,IlBkJfqgT6W
Cajamarca,HbCBJCtv5nF,COL029007,IlBkJfqgT6W
Carmen De Apicala,yxFZqCWDaN4,COL029008,IlBkJfqgT6W
Casabianca,Qjbdtqt5lSx,COL029009,IlBkJfqgT6W
Chaparral,gZpg0Zp0Cmz,COL029010,IlBkJfqgT6W
Coello,YQzcGOlDSoU,COL029011,IlBkJfqgT6W
Coyaima,JOsjWf2otS5,COL029012,IlBkJfqgT6W
Cunday,NIRtDMCVWzH,COL029013,IlBkJfqgT6W
Dolores,viLxlLv2y83,COL029014,IlBkJfqgT6W
Espinal,hNbcJ4x7Pz8,COL029015,IlBkJfqgT6W
Falan,ACv1Z7ybN5Y,COL029016,IlBkJfqgT6W
Flandes,BY58BIkkFcv,COL029017,IlBkJfqgT6W
Fresno,ullLHzIldQU,COL029018,IlBkJfqgT6W
Guamo,jKWN0QO9eQG,COL029019,IlBkJfqgT6W
Herveo,lVwR2uqtJmB,COL029020,IlBkJfqgT6W
Honda,y0T1VcIml3x,COL029021,IlBkJfqgT6W
Ibague,XAHwOm8kdb5,COL029022,IlBkJfqgT6W
Icononzo,jWw4B7Lkl3W,COL029023,IlBkJfqgT6W
Lerida,tnC16k2Roh2,COL029024,IlBkJfqgT6W
Libano,H9WtMVdu1Xs,COL029025,IlBkJfqgT6W
Mariquita,aoUjpGZFOzs,COL029026,IlBkJfqgT6W
Melgar,aKmXBDeWgow,COL029027,IlBkJfqgT6W
Murillo,eElLcDZ6ftN,COL029028,IlBkJfqgT6W
Natagaima,HkcEw2Yuvkb,COL029029,IlBkJfqgT6W
Ortega,NmrE8iuhQeL,COL029030,IlBkJfqgT6W
Palocabildo,S6BCqpESeUv,COL029031,IlBkJfqgT6W
Piedras,OnmH5oX11BR,COL029032,IlBkJfqgT6W
Planadas,tU1jGPdrBtD,COL029033,IlBkJfqgT6W
Prado,eb1qDimQOhT,COL029034,IlBkJfqgT6W
Purificacion,RNzeMcXO8Jk,COL029035,IlBkJfqgT6W
Rioblanco,TNkLPPtJHIE,COL029036,IlBkJfqgT6W
Roncesvalles,YfEmaUEYR2D,COL029037,IlBkJfqgT6W
Rovira,W9qHQwXwKWj,COL029038,IlBkJfqgT6W
Saldana,GvjvObuqok9,COL029039,IlBkJfqgT6W
San Antonio,LaNAyjRnNLR,COL029040,IlBkJfqgT6W
San Luis,L3tqSXPEVmq,COL029041,IlBkJfqgT6W
Santa Isabel,jyr5LmaXcJb,COL029042,IlBkJfqgT6W
Suarez,ZDNLrBi4AnZ,COL029043,IlBkJfqgT6W
Valle De San Juan,Y0i8xWwSAtW,COL029044,IlBkJfqgT6W
Venadillo,Pc0LI0hJxcj,COL029045,IlBkJfqgT6W
Villahermosa,hmUrOc9P7KY,COL029046,IlBkJfqgT6W
Villarrica,kH9L0V0CKu2,COL029047,IlBkJfqgT6W
Alcala,UmT9fr6tokf,COL030001,RgqXDW06iPS
Andalucia,v9HgQ5jIKs6,COL030002,RgqXDW06iPS
Ansermanuevo,IJYtblNFdgC,COL030003,RgqXDW06iPS
Argelia,XU6DSGhad6z,COL030004,RgqXDW06iPS
Bolivar,ZYInFkdkHfM,COL030005,RgqXDW06iPS
Buga,KUVIIFuisGi,COL030007,RgqXDW06iPS
Bugalagrande,Yr1OCQ8elqY,COL030008,RgqXDW06iPS
Caicedonia,B9nduoJUoBK,COL030009,RgqXDW06iPS
Cali,Rt6659TXC97,COL030010,RgqXDW06iPS
Calima (El Darien),qLATw8RB64Z,COL030011,RgqXDW06iPS
Candelaria,jBzJ4tOPR7L,COL030012,RgqXDW06iPS
Cartago,ysQZIT6OxeM,COL030013,RgqXDW06iPS
Dagua,PsnLQ8Arlab,COL030014,RgqXDW06iPS
El Cairo,VpjxATXMcAR,COL030016,RgqXDW06iPS
El Cerrito,Binr4kyWn2T,COL030017,RgqXDW06iPS
El Dovio,YMAsJGRpxXE,COL030018,RgqXDW06iPS
El Aguila,Z4ev7S5HTFT,COL030015,RgqXDW06iPS
Florida,exv0cneRWPZ,COL030019,RgqXDW06iPS
Ginebra,i01WEdvxL1Q,COL030020,RgqXDW06iPS
Guacari,OPTkbJIQ55E,COL030021,RgqXDW06iPS
Jamundi,YjMPXdMDYCb,COL030022,RgqXDW06iPS
La Cumbre,n23c92JXbuD,COL030023,RgqXDW06iPS
La Union,zaVRCHli15B,COL030024,RgqXDW06iPS
La Victoria,bFl9PPLljw5,COL030025,RgqXDW06iPS
Obando,tpAPXPGiwBF,COL030026,RgqXDW06iPS
Palmira,BdZtBQ207if,COL030027,RgqXDW06iPS
Pradera,Vn54ojG126O,COL030028,RgqXDW06iPS
Restrepo,xLdoiaBXLVF,COL030029,RgqXDW06iPS
Riofrio,CdVuxZFJ4s4,COL030030,RgqXDW06iPS
Roldanillo,wUrfA2cddhQ,COL030031,RgqXDW06iPS
San Pedro,HBDLah5WIab,COL030032,RgqXDW06iPS
Sevilla,gdhhVQozxJU,COL030033,RgqXDW06iPS
Toro,Uo4ONIHfejM,COL030034,RgqXDW06iPS
Trujillo,mRutk02t6WS,COL030035,RgqXDW06iPS
Tulua,X7maLDVj7xE,COL030036,RgqXDW06iPS
Ulloa,vyVW1rliS2L,COL030037,RgqXDW06iPS
Versalles,sZyeLqCiTr8,COL030038,RgqXDW06iPS
Vijes,LR9TBgJFSDx,COL030039,RgqXDW06iPS
Yotoco,JnXtQb4erPU,COL030040,RgqXDW06iPS
Yumbo,w6BfNwAf2ld,COL030041,RgqXDW06iPS
Zarzal,pBuy6BfesoH,COL030042,RgqXDW06iPS
Caruru,akn5WTxDrO6,COL031001,buU4bOqsSjW
Mitu,ngJBcgxpdGN,COL031002,buU4bOqsSjW
Pacoa (Cor. Departamental),saAnspRZ6pH,COL031003,buU4bOqsSjW
Papunaua  (Cor. Departamental),nVLtUCLlk36,COL031004,buU4bOqsSjW
Santa Rosalia,JU41WkSrROZ,COL032004,QtBaIrvsI5w
Istmina,jjn160PnmxM,COL013012,r37kPlrBeMs
Condoto,hbz7zyy0G8e,COL013008,r37kPlrBeMs
Tado,ndDYWDmSEQ2,COL013024,r37kPlrBeMs
Plato,EeTYuYZ20R6,COL020016,Wf2kxKCVfvb
Tenerife,C3xHJ8I4gh2,COL020026,Wf2kxKCVfvb
Dibulla,OJYM0xT1go8,COL019002,aZmaz6ZkXfk
Aracataca,WNVW8NawjAX,COL020002,Wf2kxKCVfvb
Santa Marta (Distrito Turistico Cultural E Historico),lCCRqn9d2YK,COL020024,Wf2kxKCVfvb
Providencia,Do6KlGA6mmI,COL022046,D6y7B7ufOZU
Tuquerres,jbWTxMsEVn7,COL022063,D6y7B7ufOZU
Tolu,WgjNj2qfpmK,COL028025,n9Y7kQB6Cxe
Covenas,fut2v58yKTC,COL028006,n9Y7kQB6Cxe
Uribia,v0FtO9xaP06,COL019012,aZmaz6ZkXfk
Maicao,VAo4xqwECPc,COL019008,aZmaz6ZkXfk
Convencion,IChLh23dUH4,COL023009,ckyh1tiVrN9
Toledo,lSqusXck8Zv,COL023038,ckyh1tiVrN9
La Primavera,nrGES0WPbaC,COL032002,QtBaIrvsI5w
Puerto Carreno,a36WUVfNYoh,COL032003,QtBaIrvsI5w
Cumaribo,XUiJCYgWYxK,COL032001,QtBaIrvsI5w
Inirida,aLAtIynEroM,COL016003,KMAk0VYa0EL
Cacahual (Cor. Departamental),N9JugDGjBee,COL016002,KMAk0VYa0EL
La Guadalupe (Cor. Departamental),YPKlBZDqjVG,COL016004,KMAk0VYa0EL
San Felipe (Cor. Departamental),oJ8n3o1GOXd,COL016009,KMAk0VYa0EL
Puerto Colombia (Cor. Departamental),qyOOKPcc2bm,COL016008,KMAk0VYa0EL
Pana-pana (Campo Alegre) (Cor. Departamental),dSSNnFysePy,COL016007,KMAk0VYa0EL
Yavarate  (Cor. Departamental),xO1L7h5GWHB,COL031006,buU4bOqsSjW
Taraira,HfQOFmVk00O,COL031005,buU4bOqsSjW
La Pedrera (Cor. Departamental),DptIaF8xypi,COL001003,Ji1FvDVNwpt
Leticia,GrMSpdOBzI3,COL001005,Ji1FvDVNwpt
Puerto Narino,ktPc2UrMVIJ,COL001009,Ji1FvDVNwpt
Tarapaca (Cor. Departamental),CcZ06KvZFll,COL001011,Ji1FvDVNwpt
Puerto Arica (Cor. Departamental),eI97VQnVXFi,COL001008,Ji1FvDVNwpt
El Encanto (Cor. Departamental),gpO2oJ4KBHJ,COL001001,Ji1FvDVNwpt
Puerto Alegria (Cor. Departamental),SAqVDVXDTx8,COL001007,Ji1FvDVNwpt
Puerto Leguizamo,lxCUmfLzFBX,COL024007,MauBoFUl6SW
Puerto Asis,JzZnW6MxH0C,COL024004,MauBoFUl6SW
Ipiales,cYnNd9kJOoG,COL022028,D6y7B7ufOZU
Cumbal,Iacwqopdmti,COL022014,D6y7B7ufOZU
Ricaurte,dzLtlaghFzl,COL022049,D6y7B7ufOZU
Tumaco,anH40nc9RGs,COL022062,D6y7B7ufOZU
Francisco Pizarro (Salahonda),OHXHCdfGEAj,COL022021,D6y7B7ufOZU
Santa Barbara (Iscuande),uCJrlSM42pH,COL022057,D6y7B7ufOZU
Lopez,jxztPBb0mSF,COL011017,bDZZjbQwMs5
Buenaventura,krPnN5wJoDE,COL030006,RgqXDW06iPS
El Litoral Del San Juan (Santa Genoveva de Docordo),Q0VKkaqVFMN,COL013011,r37kPlrBeMs
Bajo Baudo (Pizarro),sBn9i1DVVHs,COL013006,r37kPlrBeMs
Nuqui,BoHzUweUiml,COL013018,r37kPlrBeMs
Bahia Solano (Mutis),FnqrjPM5HFR,COL013005,r37kPlrBeMs
Jurado,m2vQXaU6dJs,COL013013,r37kPlrBeMs
Riosucio,WVgCTAucWad,COL013021,r37kPlrBeMs
Unguia,TTD6xKaTiGo,COL013025,r37kPlrBeMs
Turbo,sIptdaC8eby,COL002113,WwV7x9M05gb
Necocli,XYxQ35TLxKy,COL002074,WwV7x9M05gb
San Andres,lx5sH8nXtk0,COL004002,MlqGQLZ1qM9
Providencia Y Santa Catalina (Santa Isabel),oppqqpzI1c0,COL004001,MlqGQLZ1qM9
San Onofre,mDBky7bUSzq,COL028020,n9Y7kQB6Cxe
Cartagena De Indias (Distrito Turistico Y Cultural),adldbiYOR1p,COL006009,UvZ6HrVDrTZ
San Antero,Fxga3sp8sp5,COL014023,m2xSlR5hfbi
San Bernardo Del Viento,TSrOheOodbC,COL014024,m2xSlR5hfbi
