name,uid,code,parent
La Chorrera (Cor. Departamental),lqsvhRy3cPw,COL001002,Ji1FvDVNwpt
La Victoria (Pacoa) (cor. Departamental),LAxlySN6XXb,COL001004,Ji1FvDVNwpt
Miriti-parana (Campoamor) (cor. Departamental),YkQ4wPrcYMG,COL001006,Ji1FvDVNwpt
Santander (Araracuara) (Cor. Departamental),tA9W74FFXxV,COL001010,Ji1FvDVNwpt
Abejorral,zl9eM5Ktw6L,COL002001,WwV7x9M05gb
Abriaqui,SpjEmo0b3ad,COL002002,WwV7x9M05gb
Alejandria,Hwz7d1miMFq,COL002003,WwV7x9M05gb
Amaga,iHSFXg8d2Ck,COL002004,WwV7x9M05gb
Amalfi,MjWaoss0ngX,COL002005,WwV7x9M05gb
Andes,M8yhYNRxa4k,COL002006,WwV7x9M05gb
Angelopolis,sLwf4qYEiAm,COL002007,WwV7x9M05gb
Angostura,OHrApXdjDQd,COL002008,WwV7x9M05gb
Anori,Eb0K4thtnnr,COL002009,WwV7x9M05gb
Anza,CQ4qu36T5St,COL002010,WwV7x9M05gb
Apartado,fYcIDOdXBd4,COL002011,WwV7x9M05gb
Arboletes,SAPUXCeNKoE,COL002012,WwV7x9M05gb
Argelia,Xbw7pAZW6Of,COL002013,WwV7x9M05gb
Armenia,tmXtKrGMe82,COL002014,WwV7x9M05gb
Barbosa,WrWQJ1xFuaj,COL002015,WwV7x9M05gb
Bello,VFqlvlLlUZg,COL002016,WwV7x9M05gb
Belmira,QhiSYbzqAbm,COL002017,WwV7x9M05gb
Betania,PY0S2JLb3rJ,COL002018,WwV7x9M05gb
Betulia,BRBgwLc2Xnq,COL002019,WwV7x9M05gb
Briceno,N4a2xARVz14,COL002020,WwV7x9M05gb
Buritica,Ppedm0QjMxP,COL002021,WwV7x9M05gb
Caicedo,V8CBhcDfoNm,COL002023,WwV7x9M05gb
Caldas,JIsltMRvTy0,COL002024,WwV7x9M05gb
Campamento,NcCv7uCfpVI,COL002025,WwV7x9M05gb
Caracoli,JboK44QG41B,COL002027,WwV7x9M05gb
Caramanta,q4JKDq6pLZx,COL002028,WwV7x9M05gb
Carepa,nvr9jjodk9Z,COL002029,WwV7x9M05gb
Carmen De Viboral,CLM2FA2g4RJ,COL002030,WwV7x9M05gb
Carolina,NSlwIZLPXIi,COL002031,WwV7x9M05gb
Caucasia,S2nIV50kQec,COL002032,WwV7x9M05gb
Canasgordas,nEAmna3gvHg,COL002026,WwV7x9M05gb
Chigorodo,CJcRkD9pj1Y,COL002033,WwV7x9M05gb
Cisneros,HRUhJ3g2KjY,COL002034,WwV7x9M05gb
Ciudad Bolivar,OJyxswjPuTw,COL002035,WwV7x9M05gb
Cocorna,zT9ZItORBSr,COL002036,WwV7x9M05gb
Concepcion,lXyPINTw4wV,COL002037,WwV7x9M05gb
Concordia,Ww856wRQ6vR,COL002038,WwV7x9M05gb
Copacabana,D9cWbMihNzq,COL002039,WwV7x9M05gb
Caceres,IAxfu0XJFDC,COL002022,WwV7x9M05gb
Dabeiba,wxfHPR7hQ83,COL002040,WwV7x9M05gb
Don Matias,MOviV7byaZA,COL002041,WwV7x9M05gb
Ebejico,xf6iPWZdHGw,COL002042,WwV7x9M05gb
El Bagre,eHXeSompwmi,COL002043,WwV7x9M05gb
Entrerrios,ydnkf0fDf97,COL002044,WwV7x9M05gb
Envigado,XsJefH8ZKvw,COL002045,WwV7x9M05gb
Fredonia,FHMOrqw7kmE,COL002046,WwV7x9M05gb
Frontino,OXsfT6JEaka,COL002047,WwV7x9M05gb
Giraldo,uTMjQFel1Es,COL002048,WwV7x9M05gb
Girardota,yFZO9DIcBGi,COL002049,WwV7x9M05gb
Granada,VAcLTqKtgbz,COL002051,WwV7x9M05gb
Guadalupe,opa6rQpjB5u,COL002052,WwV7x9M05gb
Guarne,FhN4nMOjaYV,COL002053,WwV7x9M05gb
Guatape,WUA1WeUHLa0,COL002054,WwV7x9M05gb
Gomez Plata,ilI1Nibvh9V,COL002050,WwV7x9M05gb
Heliconia,drkRFlK3RQL,COL002055,WwV7x9M05gb
Hispania,WCP5IcWQNLb,COL002056,WwV7x9M05gb
Itagui,Xg2BFSFOfsC,COL002057,WwV7x9M05gb
Ituango,UilbecvP0Pb,COL002058,WwV7x9M05gb
Jardin,biAga7R737T,COL002059,WwV7x9M05gb
Jerico,OLyclHRXbm0,COL002060,WwV7x9M05gb
La Ceja,E6KbdXNrHQz,COL002061,WwV7x9M05gb
La Estrella,TOz1E3POuLR,COL002062,WwV7x9M05gb
La Pintada,tNJTq7Ebk9N,COL002063,WwV7x9M05gb
La Union,ln99u87RvHy,COL002064,WwV7x9M05gb
Liborina,oOWiEWNddsU,COL002065,WwV7x9M05gb
Maceo,TDDU1d6kpm0,COL002066,WwV7x9M05gb
Marinilla,C5EvSP5oe2u,COL002067,WwV7x9M05gb
Medellin,aeQtPNWgifS,COL002068,WwV7x9M05gb
Montebello,SUxdgsGv6Ln,COL002069,WwV7x9M05gb
Murindo,eTBqyudPU4E,COL002070,WwV7x9M05gb
Mutata,sUuyMnU32a9,COL002071,WwV7x9M05gb
Narino,NKB3DJFR0rd,COL002072,WwV7x9M05gb
Nechi,zgtGmm3Vjha,COL002073,WwV7x9M05gb
Olaya,SJTlqrpiAP0,COL002075,WwV7x9M05gb
Peque,Boxe7GwldYv,COL002077,WwV7x9M05gb
Penol,r98qjsMy7j3,COL002076,WwV7x9M05gb
Pueblorrico,qxj7fPkTUfv,COL002078,WwV7x9M05gb
Puerto Berrio,v56ibaZCE8Z,COL002079,WwV7x9M05gb
Puerto Nare,RxWwidizyot,COL002080,WwV7x9M05gb
Puerto Triunfo,VkNmZBcvgH5,COL002081,WwV7x9M05gb
Remedios,PKSyANht4sI,COL002082,WwV7x9M05gb
Retiro,sKx9r7libBA,COL002083,WwV7x9M05gb
Rionegro,sZbHcerDgNX,COL002084,WwV7x9M05gb
Sabanalarga,x3oeIld5Wus,COL002085,WwV7x9M05gb
Sabaneta,sLMzYfc7R02,COL002086,WwV7x9M05gb
Salgar,ry61bzqGh2i,COL002087,WwV7x9M05gb
San Andres,SgCBIjF2ry2,COL002088,WwV7x9M05gb
San Carlos,SAmoSZNu80B,COL002089,WwV7x9M05gb
San Francisco,yoYOjuTFX2b,COL002090,WwV7x9M05gb
San Jeronimo,j7KG5n3C1kB,COL002091,WwV7x9M05gb
San Jose De La Montana,BHEjG0uk6Tq,COL002092,WwV7x9M05gb
San Juan De Uraba,EFev1SHxGGO,COL002093,WwV7x9M05gb
San Luis,KU8RBAxt8sU,COL002094,WwV7x9M05gb
San Pedro,ihJsXJd89bD,COL002095,WwV7x9M05gb
San Pedro De Uraba,Al1POUotkjS,COL002096,WwV7x9M05gb
San Rafael,UlbchoB9HoU,COL002097,WwV7x9M05gb
San Roque,cC3NcggkReQ,COL002098,WwV7x9M05gb
San Vicente,DEpOGZhVIoX,COL002099,WwV7x9M05gb
Santa Barbara,fdjGqKKxPso,COL002100,WwV7x9M05gb
Santa Fe De Antioquia,bLr9NP7ubQf,COL002101,WwV7x9M05gb
Santa Rosa De Osos,AESbQT0T7Vd,COL002102,WwV7x9M05gb
Santo Domingo,l5tqUX7yX3p,COL002103,WwV7x9M05gb
Santuario,tKsivVRuPbi,COL002104,WwV7x9M05gb
Segovia,iddzdjFBna5,COL002105,WwV7x9M05gb
Sonson,l1etFeGtSsE,COL002106,WwV7x9M05gb
Sopetran,Ieg5syRls5n,COL002107,WwV7x9M05gb
Taraza,wy56RImNwER,COL002109,WwV7x9M05gb
Tarso,K7DnEr0FkTO,COL002110,WwV7x9M05gb
Titiribi,AWgf1NsjHET,COL002111,WwV7x9M05gb
Toledo,CRLmdCPPoe8,COL002112,WwV7x9M05gb
Tamesis,JXXHPi1Tpgg,COL002108,WwV7x9M05gb
Uramita,wZJNIr8BTd0,COL002114,WwV7x9M05gb
Urrao,pEJPlxNiNuY,COL002115,WwV7x9M05gb
Valdivia,iLPAeXX20ih,COL002116,WwV7x9M05gb
Valparaiso,eYoapa8dDZJ,COL002117,WwV7x9M05gb
Vegachi,I6QgC3h1yTJ,COL002118,WwV7x9M05gb
Venecia,FZC0ksnBiv1,COL002119,WwV7x9M05gb
Vigia Del Fuerte,PFLkVFdmDxl,COL002120,WwV7x9M05gb
Yali,asKnflrCqMe,COL002121,WwV7x9M05gb
Yarumal,yRqTqQ0JRJR,COL002122,WwV7x9M05gb
Yolombo,tGqd5daAQmN,COL002123,WwV7x9M05gb
Yondo (casabe),vl5g8IUUnHK,COL002124,WwV7x9M05gb
Zaragoza,dEeyFYpCnBt,COL002125,WwV7x9M05gb
Arauca,l8cU2ncXAqu,COL003001,xyQ5KMllfnR
Arauquita,uQrrnhCAf8j,COL003002,xyQ5KMllfnR
Cravo Norte,Ch3HpQhRMK6,COL003003,xyQ5KMllfnR
Fortul,nd3N9zTWC35,COL003004,xyQ5KMllfnR
Puerto Rondon,FvtErIig5nR,COL003005,xyQ5KMllfnR
Saravena,cKQjKS5lNoq,COL003006,xyQ5KMllfnR
Tame,uF69GGmHTea,COL003007,xyQ5KMllfnR
Baranoa,Jx8dWTyBlUV,COL005001,moEXiWSr41H
"Barranquilla (Distrito Especial,  Industrial Y Portuario)",piMum7ZswdY,COL005002,moEXiWSr41H
Campo De La Cruz,TkNHhqu4aTF,COL005003,moEXiWSr41H
Candelaria,z2jPJ2RWos2,COL005004,moEXiWSr41H
Galapa,IVIadVdXagT,COL005005,moEXiWSr41H
Juan De Acosta,uwcQNIzZGYh,COL005006,moEXiWSr41H
Luruaco,RKbJSIOUTSv,COL005007,moEXiWSr41H
Malambo,o6tLMmNbCsu,COL005008,moEXiWSr41H
Manati,BIfeXhgADr0,COL005009,moEXiWSr41H
Palmar De Varela,B3ZH2RK9y3p,COL005010,moEXiWSr41H
Piojo,w6bgRoEuJAL,COL005011,moEXiWSr41H
Polonuevo,OSrfUuZSTll,COL005012,moEXiWSr41H
Ponedera,rAddklmpqsD,COL005013,moEXiWSr41H
Puerto Colombia,ouwruc2D8A0,COL005014,moEXiWSr41H
Repelon,yC8E5rgKRk0,COL005015,moEXiWSr41H
Sabanagrande,lVaWaN5kneT,COL005016,moEXiWSr41H
Sabanalarga,Z0KbznolyWF,COL005017,moEXiWSr41H
Santa Lucia,gQqW66hPDh8,COL005018,moEXiWSr41H
Santo Tomas,EgFhevtDl9N,COL005019,moEXiWSr41H
Soledad,YT0IzSQIopa,COL005020,moEXiWSr41H
Suan,WIOJSAxvdxQ,COL005021,moEXiWSr41H
Tubara,GR83jp00i1N,COL005022,moEXiWSr41H
Usiacuri,YuP5r759JkY,COL005023,moEXiWSr41H
Achi,tjY4XdS2IIA,COL006001,UvZ6HrVDrTZ
Altos Del Rosario,bYHzmYVvvDl,COL006002,UvZ6HrVDrTZ
Arenal,BSWLwD6FEvg,COL006003,UvZ6HrVDrTZ
Arjona,I72x1ZrJsae,COL006004,UvZ6HrVDrTZ
Arroyohondo,RWzmTROfHSo,COL006005,UvZ6HrVDrTZ
Barranco De Loba,cX83Pp8a137,COL006006,UvZ6HrVDrTZ
Calamar,kzd5JKhFKAb,COL006007,UvZ6HrVDrTZ
Cantagallo,UBINdqgmh0d,COL006008,UvZ6HrVDrTZ
Cicuco,elmMz26dmvx,COL006010,UvZ6HrVDrTZ
Clemencia,QbkxaTInUv2,COL006011,UvZ6HrVDrTZ
Cordoba,Bv2bo8b5kfG,COL006012,UvZ6HrVDrTZ
El Carmen De Bolivar,xXlnYJYhElE,COL006013,UvZ6HrVDrTZ
El Guamo,nkUoQT5Z1LA,COL006014,UvZ6HrVDrTZ
El Penon,WsQtO0QpXAW,COL006015,UvZ6HrVDrTZ
Hatillo De Loba,kddCcmWLzsb,COL006016,UvZ6HrVDrTZ
Magangue,FuidcGvatBA,COL006017,UvZ6HrVDrTZ
Mahates,fx48EqIjiPA,COL006018,UvZ6HrVDrTZ
Margarita,o6WIgsKGOAe,COL006019,UvZ6HrVDrTZ
Maria La Baja,pyaDLCiWRhJ,COL006020,UvZ6HrVDrTZ
Mompos,IFehdCL6Du6,COL006021,UvZ6HrVDrTZ
Montecristo,LqQto8E4BaA,COL006022,UvZ6HrVDrTZ
Morales,XjpI1DfTESt,COL006023,UvZ6HrVDrTZ
Pinillos,vhwtntSrBi6,COL006024,UvZ6HrVDrTZ
Regidor,la7wDWRbbRa,COL006025,UvZ6HrVDrTZ
Rioviejo,S70rNWKyN3A,COL006026,UvZ6HrVDrTZ
San Cristobal,iqtHht7ej8Y,COL006027,UvZ6HrVDrTZ
San Estanislao,xkjo7OmC2Xf,COL006028,UvZ6HrVDrTZ
San Fernando,sjwEwE1MgJ3,COL006029,UvZ6HrVDrTZ
San Jacinto,Z5CuGbV34G2,COL006030,UvZ6HrVDrTZ
San Jacinto Del Cauca,BxT4qU005x2,COL006031,UvZ6HrVDrTZ
San Juan Nepomuceno,uWM3wxm5Y0S,COL006032,UvZ6HrVDrTZ
San Martin De Loba,RO24MsrUkXm,COL006033,UvZ6HrVDrTZ
San Pablo,YtZGOFqYFhZ,COL006034,UvZ6HrVDrTZ
Santa Catalina,c8cIIT0oEr8,COL006035,UvZ6HrVDrTZ
Santa Rosa,wV20njBnlaY,COL006036,UvZ6HrVDrTZ
Santa Rosa Del Sur,iA8OwpS3Zny,COL006037,UvZ6HrVDrTZ
Simiti,TDZIpxITkFC,COL006038,UvZ6HrVDrTZ
Soplaviento,oGQP2Y9YUp8,COL006039,UvZ6HrVDrTZ
Talaigua Nuevo,OPzM9w4jswA,COL006040,UvZ6HrVDrTZ
Tiquisio (puerto Rico),x7wsCyAHWed,COL006041,UvZ6HrVDrTZ
Turbaco,F5rmUPN2rDJ,COL006042,UvZ6HrVDrTZ
Turbana,rfbG4dztSYF,COL006043,UvZ6HrVDrTZ
Villanueva,xFmlkSaD5eC,COL006044,UvZ6HrVDrTZ
Zambrano,yeYS765RMFD,COL006045,UvZ6HrVDrTZ
Almeida,eHS61uz8WtP,COL007001,LFtVBCid6a8
Aquitania,oQIgFMoaUGq,COL007002,LFtVBCid6a8
Arcabuco,vywfDghpdQB,COL007003,LFtVBCid6a8
Belen,aZhXLTGa6Gu,COL007004,LFtVBCid6a8
Berbeo,QIENSEUQRHz,COL007005,LFtVBCid6a8
Beteitiva,gTfiaQo0HP6,COL007006,LFtVBCid6a8
Boavita,akzTVHHNTaF,COL007007,LFtVBCid6a8
Boyaca,OWKqRzfeHpm,COL007008,LFtVBCid6a8
Briceno,Yukvc3nyRja,COL007009,LFtVBCid6a8
Buenavista,LbX7l8ztaDz,COL007010,LFtVBCid6a8
Busbanza,CdiiGOuhp5s,COL007011,LFtVBCid6a8
Caldas,Z9LyNgla7tE,COL007012,LFtVBCid6a8
Campohermoso,RGVD78yGdt6,COL007013,LFtVBCid6a8
Cerinza,k7eqDIV1Mzo,COL007014,LFtVBCid6a8
Chinavita,LRHQ1c8FTCG,COL007015,LFtVBCid6a8
Chiquinquira,mJ81g6jWOBP,COL007016,LFtVBCid6a8
Chiscas,GAkhzCfbley,COL007018,LFtVBCid6a8
Chita,QKzeFXA4dDF,COL007019,LFtVBCid6a8
Chitaraque,u60zPma8hDI,COL007020,LFtVBCid6a8
Chivata,RjGmGdoBtyq,COL007021,LFtVBCid6a8
Chivor,mny6PTC4JnC,COL007022,LFtVBCid6a8
Chiquiza,fwuY33Tofju,COL007017,LFtVBCid6a8
Cienega,fipb3U85Mzy,COL007023,LFtVBCid6a8
Coper,DDRYd9vbFTe,COL007025,LFtVBCid6a8
Corrales,qKknU7geZYX,COL007026,LFtVBCid6a8
Covarachia,iEpbAT7k7TJ,COL007027,LFtVBCid6a8
Cubara,wskWS77Qu0D,COL007028,LFtVBCid6a8
Cucaita,QSkuUXDjzwN,COL007029,LFtVBCid6a8
Cuitiva,A9OpicFK1UU,COL007030,LFtVBCid6a8
Combita,NahG9IjUrVN,COL007024,LFtVBCid6a8
Duitama,VTrbxNsl179,COL007031,LFtVBCid6a8
El Cocuy,xoM7xYPWuDV,COL007032,LFtVBCid6a8
El Espino,Eg3YTNSvafx,COL007033,LFtVBCid6a8
Firavitoba,RTUA5847vbg,COL007034,LFtVBCid6a8
Floresta,LZXzvj5EWcK,COL007035,LFtVBCid6a8
Gachantiva,wy3zHHM41Hx,COL007036,LFtVBCid6a8
Garagoa,TnLdJeTQKla,COL007038,LFtVBCid6a8
Guacamayas,gmXN128jzh5,COL007039,LFtVBCid6a8
Guateque,qW1lgyeANpT,COL007040,LFtVBCid6a8
Guayata,CVgQIGW1aF6,COL007041,LFtVBCid6a8
Guican,MJDVfoWmm9A,COL007042,LFtVBCid6a8
Gameza,QxwNioDC56G,COL007037,LFtVBCid6a8
Iza,CqqOMBync8N,COL007043,LFtVBCid6a8
Jenesano,jwVnjJh7OQt,COL007044,LFtVBCid6a8
Jerico,wzSvZZSQWMs,COL007045,LFtVBCid6a8
La Capilla,yCrMSc8zE4m,COL007046,LFtVBCid6a8
La Uvita,KmG8yLnGr2C,COL007047,LFtVBCid6a8
La Victoria,i2j3CjYvouF,COL007048,LFtVBCid6a8
Labranzagrande,H7gIXzGbrkC,COL007049,LFtVBCid6a8
Macanal,dYONaqUqux0,COL007050,LFtVBCid6a8
Maripi,LBMWCUmdZbm,COL007051,LFtVBCid6a8
Miraflores,dt5XMGAYC5I,COL007052,LFtVBCid6a8
Mongua,MUIVsV2AWi9,COL007053,LFtVBCid6a8
Mongui,txsIJKjpAPZ,COL007054,LFtVBCid6a8
Moniquira,eepxzBKqJIE,COL007055,LFtVBCid6a8
Motavita,tuhjS61hMra,COL007056,LFtVBCid6a8
Muzo,L2NAxKMsijb,COL007057,LFtVBCid6a8
Nobsa,orrE77EmZgd,COL007058,LFtVBCid6a8
Nuevo Colon,dVXjudnDZB3,COL007059,LFtVBCid6a8
Oicata,m3kN4DF66B6,COL007060,LFtVBCid6a8
Otanche,Gh1gYs50cJm,COL007061,LFtVBCid6a8
Pachavita,eSVDCsxLyfX,COL007062,LFtVBCid6a8
Paipa,hSXA93JgM1u,COL007064,LFtVBCid6a8
Pajarito,s7ShUmLNa2r,COL007065,LFtVBCid6a8
Panqueba,mzArrV0RLZb,COL007066,LFtVBCid6a8
Pauna,IgSkMeNfETN,COL007067,LFtVBCid6a8
Paya,MdEF0QaC9Nz,COL007068,LFtVBCid6a8
Paz De Rio,ngxwNNf6Wm9,COL007069,LFtVBCid6a8
Pesca,rJOoPE0iP3L,COL007070,LFtVBCid6a8
Pisva,g59PyHK2Ony,COL007071,LFtVBCid6a8
Puerto Boyaca,GfulULuU16e,COL007072,LFtVBCid6a8
Paez,Ge4kus0EqiJ,COL007063,LFtVBCid6a8
Quipama,Vb2ny7e1jIt,COL007073,LFtVBCid6a8
Ramiriqui,bAhJqYb9o1z,COL007074,LFtVBCid6a8
Rondon,DMW5x1uBkja,COL007076,LFtVBCid6a8
Raquira,o7UiZfSvGlJ,COL007075,LFtVBCid6a8
Saboya,KtNw0pbtMDY,COL007077,LFtVBCid6a8
Samaca,sjWCt9ze1kk,COL007079,LFtVBCid6a8
San Eduardo,pICwbhJWLVi,COL007080,LFtVBCid6a8
San Josede Pare,MxIAR17X20m,COL007081,LFtVBCid6a8
San Luis De Gaceno,B31PrcJXFeu,COL007082,LFtVBCid6a8
San Mateo,KUS42W2AIQx,COL007083,LFtVBCid6a8
San Miguel De Sema,REiO1t6ZVWL,COL007084,LFtVBCid6a8
San Pablo De Borbur,UkcEQ8uQzq7,COL007085,LFtVBCid6a8
Santa Maria,mDqLu57FCwj,COL007086,LFtVBCid6a8
Santa Rosa De Viterbo,xImgZOULH9C,COL007087,LFtVBCid6a8
Santa Sofia,AhS8VvLJcwe,COL007088,LFtVBCid6a8
Santana,AsXfaQaBvin,COL007089,LFtVBCid6a8
Sativanorte,iXbKGb11y2L,COL007090,LFtVBCid6a8
Sativasur,mxwmyNaO9xR,COL007091,LFtVBCid6a8
Siachoque,S2qRwBiAZnt,COL007092,LFtVBCid6a8
Soata,UlSCxdfFWPH,COL007093,LFtVBCid6a8
Socha,E4h78uWjMJz,COL007094,LFtVBCid6a8
Socota,sFRGIHR7Du8,COL007095,LFtVBCid6a8
Sogamoso,WYcjPjjpXJQ,COL007096,LFtVBCid6a8
Somondoco,oqY91HGZe2X,COL007097,LFtVBCid6a8
Sora,bxXfLO8Q5gT,COL007098,LFtVBCid6a8
Soraca,SvAb71tzYfm,COL007099,LFtVBCid6a8
Sotaquira,sTZ0zIz4Qrc,COL007100,LFtVBCid6a8
Susacon,pte7yWVkWL9,COL007101,LFtVBCid6a8
Sutamarchan,HMNuWY4BBZX,COL007102,LFtVBCid6a8
Sutatenza,udemxkOD44Z,COL007103,LFtVBCid6a8
Sachica,TgRDLezp1pU,COL007078,LFtVBCid6a8
Tasco,vs9JS1zh3et,COL007104,LFtVBCid6a8
Tenza,BpPuz11hPFl,COL007105,LFtVBCid6a8
Tibana,kY7Nw9wbpyH,COL007106,LFtVBCid6a8
Tibasosa,oFKJgsl6fyn,COL007107,LFtVBCid6a8
Tinjaca,yD1VvpXzosM,COL007108,LFtVBCid6a8
Tipacoque,P4cy7LvlW75,COL007109,LFtVBCid6a8
Toca,z21F9VhqlSz,COL007110,LFtVBCid6a8
Togui,MLmlIyYNZLC,COL007111,LFtVBCid6a8
Tota,c52Vyvp7t4N,COL007113,LFtVBCid6a8
Tunja,KWW2qUDrtJ6,COL007114,LFtVBCid6a8
Tunungua,sDcauG0bqCi,COL007115,LFtVBCid6a8
Turmeque,o0QxtMtrv18,COL007116,LFtVBCid6a8
Tuta,yB3kKb9CMAD,COL007117,LFtVBCid6a8
Topaga,ZA27dQjPL2N,COL007112,LFtVBCid6a8
Ventaquemada,Bhniux9Qn5N,COL007119,LFtVBCid6a8
Villa De Leiva,z1Q10DmIeTD,COL007120,LFtVBCid6a8
Viracacha,QtOUWZdR79j,COL007121,LFtVBCid6a8
Zetaquira,N7QZNbbL1ey,COL007122,LFtVBCid6a8
Umbita,j4HPz3OMcuz,COL007118,LFtVBCid6a8
Aguadas,uqbvAvofTx9,COL008001,zyjVWjFMub9
Anserma,bGtUhVFiz87,COL008002,zyjVWjFMub9
Aranzazu,YDBME2tEmiF,COL008003,zyjVWjFMub9
Belalcazar,JknFI1vGVaw,COL008004,zyjVWjFMub9
Chinchina,KVWEhlvdBBc,COL008005,zyjVWjFMub9
Filadelfia,GD2GOXDZ3CK,COL008006,zyjVWjFMub9
La Dorada,BFW4FLUTCzx,COL008007,zyjVWjFMub9
La Merced,XItuhiAPf9A,COL008008,zyjVWjFMub9
Manizales,FJOKLwyTguh,COL008009,zyjVWjFMub9
Manzanares,EawQi5UH5ex,COL008010,zyjVWjFMub9
Marmato,OWrwMqYINHw,COL008011,zyjVWjFMub9
Marquetalia,Sk8EZ9FWpOR,COL008012,zyjVWjFMub9
Marulanda,aiaqcqAmCkG,COL008013,zyjVWjFMub9
Neira,IUCmtfc1liS,COL008014,zyjVWjFMub9
Norcasia,AfmM5ZITMvd,COL008015,zyjVWjFMub9
Palestina,g0K5zeBiuhf,COL008017,zyjVWjFMub9
Pensilvania,FU3LRU38EP1,COL008018,zyjVWjFMub9
Pacora,wnzU9rc7FK6,COL008016,zyjVWjFMub9
Riosucio,ZDCjq3xSEbq,COL008019,zyjVWjFMub9
Risaralda,nOilfIUBQQv,COL008020,zyjVWjFMub9
Salamina,tQqE93V1Sqi,COL008021,zyjVWjFMub9
Samana,CtxLdNjGbzy,COL008022,zyjVWjFMub9
San Jose,SayS3qqD6TJ,COL008023,zyjVWjFMub9
Supia,fe0FBNOgR7E,COL008024,zyjVWjFMub9
Victoria,JRiU4ZC6pId,COL008025,zyjVWjFMub9
Villamaria,Kftaah72WCQ,COL008026,zyjVWjFMub9
Viterbo,wU5gMeXGuX3,COL008027,zyjVWjFMub9
Albania,e1whHc3mqpW,COL009001,UUq3aie5g6V
Belen De Los Andaquies,fweuZpMvXQd,COL009002,UUq3aie5g6V
Cartagena Del Chaira,oVFVSVORkHE,COL009003,UUq3aie5g6V
Curillo,qip8b41Jfbu,COL009004,UUq3aie5g6V
El Doncello,I5YE5vaZ16m,COL009005,UUq3aie5g6V
El Paujil,iSMhgKovoZE,COL009006,UUq3aie5g6V
Florencia,YByf0DL7vSw,COL009007,UUq3aie5g6V
Milan,C0fgq5FKJgx,COL009008,UUq3aie5g6V
Montanita,llNCdVWpNIc,COL009009,UUq3aie5g6V
Morelia,K9e3sbiAJ78,COL009010,UUq3aie5g6V
Puerto Rico,ESgk151DNwQ,COL009011,UUq3aie5g6V
San Jose Del Fragua,IqjNYRgOEYD,COL009012,UUq3aie5g6V
San Vicente Del Caguan,mVBjIDQcSVV,COL009013,UUq3aie5g6V
Solano,XkgOLhl203c,COL009014,UUq3aie5g6V
Solita,D8ipIldt8uM,COL009015,UUq3aie5g6V
Valparaiso,bf1k6RJTELF,COL009016,UUq3aie5g6V
Aguazul,lUBzw5aEFPC,COL010001,sq04eWwcguI
Chameza,SCb6Q25Kafy,COL010002,sq04eWwcguI
Hato Corozal,Eidj3R05AYu,COL010003,sq04eWwcguI
La Salina,ftYa6IZIgRc,COL010004,sq04eWwcguI
Mani,TJdrrVpXCWk,COL010005,sq04eWwcguI
Monterrey,RwEcn4OSEX6,COL010006,sq04eWwcguI
Nunchia,B2tf9DSBmTq,COL010007,sq04eWwcguI
Orocue,gvfnfYayXcd,COL010008,sq04eWwcguI
Paz De Ariporo,GcgORSf2yTf,COL010009,sq04eWwcguI
Pore,v34MImktvFy,COL010010,sq04eWwcguI
Recetor,MVQXyy2F8Ku,COL010011,sq04eWwcguI
Sabanalarga,NP8FgRScXII,COL010012,sq04eWwcguI
San Luis De Palenque,APiXHzQxGnN,COL010014,sq04eWwcguI
Sacama,oHvMnuIkplu,COL010013,sq04eWwcguI
Tauramena,G2RhIDaM70q,COL010016,sq04eWwcguI
Trinidad,mUzA2yzqbrr,COL010017,sq04eWwcguI
Tamara,Lhe1oUUlJJ7,COL010015,sq04eWwcguI
Villanueva,KnIrcTQT5zb,COL010018,sq04eWwcguI
Yopal,yAlqOOhtExV,COL010019,sq04eWwcguI
Almaguer,qfwvcxMgSrL,COL011001,bDZZjbQwMs5
Argelia,NVizCcOGdmH,COL011002,bDZZjbQwMs5
Balboa,kRAl691Yhoi,COL011003,bDZZjbQwMs5
Bolivar,NXQxeRp3fdQ,COL011004,bDZZjbQwMs5
Buenos Aires,QdDr83vfTPy,COL011005,bDZZjbQwMs5
Cajibio,uN2A58JgOJV,COL011006,bDZZjbQwMs5
Caldono,HSJOvC6Xmou,COL011007,bDZZjbQwMs5
Caloto,E8YbJUazvok,COL011008,bDZZjbQwMs5
Corinto,F85S2BXr6Cu,COL011009,bDZZjbQwMs5
El Tambo,r8qfBd7pGs3,COL011010,bDZZjbQwMs5
Florencia,ZIcL9MLAemo,COL011011,bDZZjbQwMs5
Guapi,iR9L5SuB2gc,COL011012,bDZZjbQwMs5
Inza,ojUtgX7wziH,COL011013,bDZZjbQwMs5
Jambalo,u11Xp7IVdQa,COL011014,bDZZjbQwMs5
La Sierra,edWDEWlVT17,COL011015,bDZZjbQwMs5
La Vega,dzDpatXAZrY,COL011016,bDZZjbQwMs5
Mercaderes,jyLCbYjjfeg,COL011018,bDZZjbQwMs5
Miranda,vFdtmigM5I6,COL011019,bDZZjbQwMs5
Morales,XTLjIzT37iS,COL011020,bDZZjbQwMs5
Padilla,I6ahCC21NiV,COL011021,bDZZjbQwMs5
Patia  (El Bordo),hKZN8OWDEds,COL011023,bDZZjbQwMs5
Piamonte,vRKAbEiakou,COL011024,bDZZjbQwMs5
Piendamo,UMgcnUgytfA,COL011025,bDZZjbQwMs5
Popayan,kKKpmMaE7bm,COL011026,bDZZjbQwMs5
